a,b,j,H_5,v_2
20,19,11,24247951200,5
20,20,3,95289717600,5
20,20,7,64176611040,5
20,20,11,30684376800,5
21,0,2,35604000,5
21,0,3,28516320,5
21,0,4,22024800,5
21,0,5,16279200,5
21,0,6,11556000,5
21,0,7,8762400,5
21,0,10,62042400,5
21,0,11,155484000,5
21,0,12,358192800,5
21,2,4,181067040,5
21,2,5,136936800,5
21,2,12,97221600,5
21,4,2,1041112800,5
21,4,3,896171040,5
21,4,4,741740640,5
21,4,5,586826400,5
21,4,6,440719200,5
21,4,7,311656800,5
21,4,10,69228000,5
21,4,11,38109600,5
21,4,12,35920800,5
21,6,4,2130055200,5
21,6,5,1750485600,5
21,6,12,83052000,5
21,8,2,6283332000,5
21,8,3,5647471200,5
21,8,4,4933761120,5
21,8,5,4174192800,5
21,8,6,3405088800,5
21,8,7,2663920800,5
21,8,10,920253600,5
21,8,11,558597600,5
21,8,12,309117600,5
21,10,4,9902349600,5
21,10,5,8565967200,5
21,10,12,946360800,5
21,12,2,21615804000,5
21,12,3,19910167200,5
21,12,4,17947052640,5
21,12,5,15795568800,5
21,12,6,13537087200,5
21,12,7,11260216800,5
21,12,10,5178549600,5
21,12,11,3630650400,5
21,12,12,2388765600,5
21,14,4,30140843040,5
21,14,5,26894498400,5
21,14,12,5192056800,5
21,16,2,55479924000,5
21,16,3,51899862240,5
21,16,4,47718434400,5
21,16,5,43055997600,5
21,16,6,38056989600,5
21,16,7,32883060000,5
21,16,10,17995399200,5
21,16,11,13755823200,5
21,16,12,10073700000,5
21,18,4,72076281120,5
21,18,5,65635048800,5
21,18,12,17912901600,5
21,20,2,118904940000,5
21,20,3,112420012320,5
21,20,4,104772578400,5
21,20,5,96148375200,5
21,20,6,86772924000,5
21,20,7,76902818400,5
21,20,10,47109938400,5
21,20,11,38023524000,5
21,20,12,29750608800,5
22,1,1,155844000,5
22,1,7,31096800,5
22,1,9,17405280,5
22,3,2,664092000,5
22,3,6,269992800,5
22,3,10,42962400,5
22,5,3,1823724000,5
22,5,5,1259498400,5
22,5,11,108708000,5
22,7,2,5044572000,5
22,7,6,2674360800,5
22,7,10,694245600,5
22,9,1,11203077600,5
22,9,7,4856695200,5
22,9,9,2764018080,5
22,11,2,19235580000,5
22,11,6,11926159200,5
22,11,10,4469234400,5
22,13,3,30376836000,5
22,13,5,24620191200,5
22,13,11,6660309600,5
22,15,2,52342524000,5
22,15,6,35753004000,5
22,15,10,16759288800,5
22,17,1,83469204000,5
22,17,7,49339432800,5
22,17,9,35246193120,5
22,19,2,116489973600,5
22,19,6,84901672800,5
22,19,10,45974930400,5
22,21,3,156466332000,5
22,21,5,135387655200,5
22,21,11,57939386400,5
23,0,8,14061600,5
23,0,9,26546400,5
23,1,2,155844000,5
23,1,6,56881440,5
23,1,10,31825440,5
23,3,2,776524320,5
23,3,3,666450720,5
23,3,6,328252320,5
23,3,7,233845920,5
23,3,10,57417120,5
23,3,11,39791520,5
23,4,8,328186656,5
23,4,9,210996576,5
23,5,3,2139490080,5
23,5,7,887150880,5
23,5,11,148171680,5
23,6,2,3872175840,5
23,6,3,3449291040,5
23,6,4,2980988640,5
23,6,5,2489640480,5
23,6,6,2000083680,5
23,6,7,1537129440,5
23,6,10,496838880,5
23,6,11,295051680,5
23,6,12,163499040,5
23,8,8,2993790240,5
23,8,9,2184887520,5
23,9,2,12135648096,5
23,9,6,7179663456,5
23,9,10,2422922976,5
23,11,2,22399584480,5
23,11,3,20657126880,5
23,11,6,14143050720,5
23,11,7,11810746080,5
23,11,10,5547489120,5
23,11,11,3937338720,5
23,12,8,13234021920,5
23,12,9,10481274720,5
23,13,3,35451617760,5
23,13,7,21605240160,5
23,13,11,8314155360,5
23,14,4,41556636576,5
23,14,5,37396519776,5
23,14,12,8412729696,5
23,16,8,39774258720,5
23,16,9,33135441120,5
23,17,2,92662820640,5
23,17,6,66402894240,5
23,17,10,34665524640,5
23,19,2,135471432096,5
23,19,3,128304068256,5
23,19,6,99865076256,5
23,19,7,88872196896,5
23,19,10,55444658976,5
23,19,11,45142945056,5
23,20,8,94842105120,5
23,20,9,81684897120,5
23,21,3,182252172960,5
23,21,7,130006265760,5
23,21,11,70196263200,5
23,22,2,225507952800,5
23,22,3,214861926240,5
23,22,4,202222009440,5
23,22,5,187853450400,5
23,22,6,172080871200,5
23,22,7,155277712800,5
23,22,10,102849156000,5
23,22,11,86111013600,5
23,22,12,70394032800,5
24,0,2,57788640,5
24,0,6,21638880,5
24,0,10,68104800,5
24,1,5,94116000,5
24,1,7,48347040,5
24,3,1,1012888800,5
24,3,7,286322400,5
24,3,9,124740000,5
24,4,2,1660629600,5
24,4,6,780789600,5
24,4,10,164314080,5
24,5,5,1773684000,5
24,5,7,1073651040,5
24,7,1,7379618400,5
24,7,7,3011988000,5
24,7,9,1651860000,5
24,8,2,9954252000,5
24,8,6,5784933600,5
24,8,10,1886652000,5
24,9,5,10020523680,5
24,9,7,6955552800,5
24,11,1,27532159200,5
24,11,7,14011129440,5
24,11,9,9000784800,5
24,12,2,34123874400,5
24,12,6,22489077600,5
24,12,10,9752248800,5
24,13,5,33845671200,5
24,13,7,25538066400,5
24,15,1,73930358880,5
24,15,7,43148276640,5
24,15,9,30567106080,5
24,16,2,87395747040,5
24,16,6,62389260000,5
24,16,10,32319266400,5
24,17,5,86301194400,5
24,17,7,68706237600,5
24,19,1,163075096800,5
24,19,7,104328991200,5
24,19,9,78787447200,5
24,20,2,187037151840,5
24,20,6,141022550880,5
24,20,10,82186898400,5
24,21,5,184480192800,5
24,21,7,152386143840,5
24,23,1,315508284000,5
24,23,7,215499866400,5
24,23,9,170139463200,5
24,24,2,354356402400,5
24,24,6,277967052000,5
24,24,10,175995370080,5
25,2,2,508149600,5
25,2,3,434276640,5
25,2,4,358020000,5
25,2,5,283452000,5
25,2,6,214452000,5
25,2,7,154173600,5
25,2,10,46821600,5
25,2,11,50445600,5
25,2,12,101541600,5
25,6,4,4064873760,5
25,6,5,3441679200,5
25,6,12,296517600,5
25,10,2,22265137440,5
25,10,3,20544904800,5
25,10,4,18566992800,5
25,10,5,16399490400,5
25,10,6,14122447200,5
25,10,7,11822963040,5
25,10,10,5634871200,5
25,10,11,4035765600,5
25,10,12,2735324640,5
25,14,4,55950055200,5
25,14,5,50718726240,5
25,14,12,12955672800,5
25,18,2,149815461600,5
25,18,3,142080976800,5
25,18,4,132939442080,5
25,18,5,122600930400,5
25,18,6,111321194400,5
25,18,7,99392378400,5
25,18,10,62914773600,5
25,18,11,51583197600,5
25,18,12,41134975200,5
25,22,4,270900237600,5
25,22,5,252887349600,5
25,22,12,102090348000,5
26,0,2,77464800,5
26,0,3,64602720,5
26,0,6,31327200,5
26,0,7,23983200,5
26,0,10,73231200,5
26,0,11,173023200,5
26,1,1,278330400,5
26,1,7,71949600,5
26,1,9,37951200,5
26,3,2,1200391200,5
26,3,6,560196000,5
26,3,10,124624800,5
26,4,2,2204969760,5
26,4,3,1947477600,5
26,4,6,1097292960,5
26,4,7,835601760,5
26,4,10,267968160,5
26,4,11,163899360,5
26,5,3,3335663520,5
26,5,5,2431360800,5
26,5,11,334044000,5
26,7,2,9028303200,5
26,7,6,5242082400,5
26,7,10,1732600800,5
26,8,2,13167554400,5
26,8,3,12045045600,5
26,8,6,7951759200,5
26,8,7,6527887200,5
26,8,10,2859948000,5
26,8,11,1970892000,5
26,9,1,19808062560,5
26,9,7,9672737760,5
26,9,9,6052096800,5
26,11,2,34258442400,5
26,11,6,22676032800,5
26,11,10,9975290400,5
26,12,2,45050896800,5
26,12,3,42048770400,5
26,12,6,30542292000,5
26,12,7,26280021600,5
26,12,10,14161946400,5
26,12,11,10764223200,5
26,13,3,54535010400,5
26,13,5,45455810400,5
26,13,11,15164935200,5
26,15,2,92953375200,5
26,15,6,66786501600,5
26,15,10,35142357600,5
26,16,2,115243192800,5
26,16,3,108952633440,5
26,16,6,84118975200,5
26,16,7,74573704800,5
26,16,10,45789256800,5
26,16,11,37016632800,5
26,17,1,147210890400,5
26,17,7,93308695200,5
26,17,9,70043545440,5
26,19,2,206478185760,5
26,19,6,156800460960,5
26,19,10,92825984160,5
26,20,2,246435156000,5
26,20,3,235053133920,5
26,20,6,189234410400,5
26,20,7,171193154400,5
26,20,10,114659690400,5
26,20,11,96503378400,5
26,21,3,278945483040,5
26,21,5,245881245600,5
26,21,11,118921471200,5
26,23,2,401500476000,5
26,23,6,317247400800,5
26,23,10,203920869600,5
26,24,2,466620017760,5
26,24,3,447949288800,5
26,24,6,371743716960,5
26,24,7,341225105760,5
26,24,10,242993576160,5
26,24,11,210302235360,5
26,25,1,555812863200,5
26,25,7,398648527200,5
26,25,9,325141840800,5
27,0,8,25898400,5
27,0,9,36396000,5
27,1,2,278330400,5
27,1,6,118404000,5
27,1,10,48535200,5
27,3,2,1374242400,5
27,3,3,1203962400,5
27,3,6,659599200,5
27,3,7,497296800,5
27,3,10,156952800,5
27,3,11,102564000,5
27,4,8,728941920,5
27,4,9,508788000,5
27,5,3,3828232800,5
27,5,7,1811628000,5
27,5,11,424274400,5
27,6,2,6801127200,5
27,6,3,6150060000,5
27,6,4,5420832480,5
27,6,5,4644064800,5
27,6,6,3854368800,5
27,6,7,3087396000,5
27,6,10,1222452000,5
27,6,11,806652000,5
27,6,12,501184800,5
27,8,8,6110964000,5
27,8,9,4704397920,5
27,9,2,21224221920,5
27,9,6,13478749920,5
27,9,10,5433498720,5
27,11,2,39099060000,5
27,11,3,36425656800,5
27,11,6,26236029600,5
27,11,7,22485304800,5
27,11,10,11919664800,5
27,11,11,8994664800,5
27,12,8,25774207200,5
27,12,9,21168393120,5
27,13,3,62345959200,5
27,13,7,40608717600,5
27,13,11,18193744800,5
27,14,4,73799575200,5
27,14,5,67327060320,5
27,14,12,19144257120,5
27,16,8,75354813600,5
27,16,9,64479840480,5
27,17,2,161154640800,5
27,17,6,120479853600,5
27,17,10,69042362400,5
27,19,2,235415869920,5
27,19,3,224444092320,5
27,19,6,180332413920,5
27,19,7,162987071520,5
27,19,10,108743130720,5
27,19,11,91367385120,5
27,20,8,176522824800,5
27,20,9,155251706400,5
27,21,3,318430418400,5
27,21,7,237132770400,5
27,21,11,139786178400,5
27,22,2,391493916000,5
27,22,3,375204765600,5
27,22,4,355767105120,5
27,22,5,333539824800,5
27,22,6,308964664800,5
27,22,7,282553816800,5
27,22,10,198127893600,5
27,22,11,170283405600,5
27,22,12,143566365600,5
27,24,8,356982181920,5
27,24,9,320130856800,5
27,25,2,614702844000,5
27,25,6,496841896800,5
27,25,10,334425938400,5
27,27,2,809093527200,5
27,27,3,780542632800,5
27,27,6,662804532000,5
27,27,7,615058812000,5
27,27,10,458313760800,5
27,27,11,404793496800,5
28,0,3,85932000,5
28,0,7,34063200,5
28,0,11,181288800,5
28,1,5,180779040,5
28,1,7,103298400,5
28,3,3,1378170720,5
28,3,5,970794720,5
28,3,11,128351520,5
28,4,3,2558113056,5
28,4,7,1168132896,5
28,4,11,264740256,5
28,5,5,3257043360,5
28,5,7,2126386080,5
28,7,3,10723376160,5
28,7,5,8342298720,5
28,7,11,1773969120,5
28,8,3,15731180640,5
28,8,7,8892937440,5
28,8,11,2973711840,5
28,9,5,17956735776,5
28,9,7,13119484896,5
28,11,3,41486496480,5
28,11,5,34257930720,5
28,11,11,10796802720,5
28,12,3,54749308320,5
28,12,7,35289989280,5
28,12,11,15498600480,5
28,13,5,59830860960,5
28,13,7,46873712160,5
28,15,3,113940519840,5
28,15,5,97687905120,5
28,15,11,39516063840,5
28,16,3,141595089120,5
28,16,7,99279220320,5
28,16,11,51868222560,5
28,17,5,151268843040,5
28,17,7,124018604640,5
28,19,3,255196853856,5
28,19,5,224440855776,5
28,19,11,107089383456,5
28,20,3,305089535520,5
28,20,7,226618981920,5
28,20,11,132949813920,5
28,21,5,321498525600,5
28,21,7,272022118560,5
28,23,3,499205325600,5
28,23,5,447163836000,5
28,23,11,239512812000,5
28,24,3,580892079456,5
28,24,7,449906044896,5
28,24,11,286449029856,5
28,25,5,606586171680,5
28,25,7,525190629600,5
28,27,3,886754181600,5
28,27,5,805342318560,5
28,27,11,469620819360,5
28,28,3,1011500572320,5
28,28,7,808575599520,5
28,28,11,546909945120,5
29,0,4,81557280,5
29,0,5,65772000,5
29,0,12,410588640,5
29,2,4,640807200,5
29,2,5,524296800,5
29,2,12,123314400,5
29,4,4,2531918880,5
29,4,5,2135201760,5
29,4,12,213792480,5
29,6,4,7091028000,5
29,6,5,6137301600,5
29,6,12,799619040,5
29,8,4,16136820000,5
29,8,5,14251960800,5
29,8,12,2480940000,5
29,10,4,31970530080,5
29,10,5,28683093600,5
29,10,12,6340451040,5
29,12,4,57375943200,5
29,12,5,52117164000,5
29,12,12,13943397600,5
29,14,4,95619394080,5
29,14,5,87723185760,5
29,14,12,27337574880,5
29,16,4,150449767200,5
29,16,5,139152722400,5
29,16,12,49053327840,5
29,18,4,226098496800,5
29,18,5,210539887200,5
29,18,12,82103551200,5
29,20,4,327279566880,5
29,20,5,306501343200,5
29,20,12,129983689440,5
29,22,4,459189511200,5
29,22,5,432136303200,5
29,22,12,196671736800,5
29,24,4,627507413280,5
29,24,5,593026529760,5
29,24,12,286628237280,5
29,26,4,838394906400,5
29,26,5,795236335200,5
29,26,12,404796284640,5
29,28,4,1098496173600,5
29,28,5,1045312581600,5
29,28,12,556601522400,5
30,1,1,461815200,5
30,1,7,143925600,5
30,1,9,78852960,5
30,3,2,2010175200,5
30,3,6,1037944800,5
30,3,10,293148000,5
30,5,3,5636584800,5
30,5,5,4277181600,5
30,5,11,807444000,5
30,7,2,15005628000,5
30,7,6,9327391200,5
30,7,10,3646648800,5
30,9,1,32615462880,5
30,9,7,17416254240,5
30,9,9,11658932640,5
30,11,2,56727871200,5
30,11,6,39462962400,5
30,11,10,19484661600,5
30,13,3,90864180000,5
30,13,5,77379276000,5
30,13,11,30050143200,5
30,15,2,153579270240,5
30,15,6,114710450400,5
30,15,10,65730463200,5
30,17,1,241925191200,5
30,17,7,161775180000,5
30,17,9,126013125600,5
30,19,2,340648086240,5
30,19,6,267021542880,5
30,19,10,168993226080,5
30,21,3,462283826400,5
30,21,5,413377524000,5
30,21,11,219170397600,5
30,23,2,661708476000,5
30,23,6,537033823200,5
30,23,10,364568018400,5
30,25,1,912612808800,5
30,25,7,679803630240,5
30,25,9,568354298400,5
30,27,2,1169220492000,5
30,27,6,974070770400,5
30,27,10,696435804000,5
30,29,3,1465470087840,5
30,29,5,1345300195680,5
30,29,11,837086294880,5
0,0,0,43200,6
0,0,1,14400,6
0,0,7,527040,6
0,0,8,2635200,6
0,0,9,10152000,6
1,0,0,100800,6
1,0,1,43200,6
1,0,8,2704320,6
1,0,9,10468800,6
1,1,0,302400,6
1,1,1,158400,6
1,1,3,8640,6
1,1,8,1650240,6
1,1,9,7819200,6
1,1,11,82353600,6
2,0,1,100800,6
2,0,9,10872000,6
2,1,2,158400,6
2,1,3,43200,6
2,1,4,2880,6
2,1,10,26251200,6
2,1,12,207144000,6
2,2,1,907200,6
2,2,2,475200,6
2,2,4,25920,6
2,2,9,4547520,6
2,2,10,19828800,6
2,2,12,180532800,6
3,1,3,129600,6
3,1,4,24000,6
3,1,5,-960,6
3,1,11,76645440,6
3,1,12,202392000,6
3,3,5,54720,6
4,0,2,181440,6
4,0,10,37195200,6
4,1,3,302400,6
4,1,9,6350400,6
4,2,3,947520,6
4,2,4,331200,6
4,2,5,52800,6
4,2,11,54024000,6
4,2,12,156830400,6
4,3,1,6350400,6
4,3,4,993600,6
4,3,6,14400,6
4,3,12,123566400,6
4,4,2,8326080,6
4,4,10,5261760,6
5,0,8,3326400,6
5,0,9,12398400,6
5,1,4,221760,6
5,1,5,43200,6
5,1,7,129600,6
5,1,12,195393600,6
5,2,2,3240000,6
5,2,3,1794240,6
5,2,6,14400,6
5,2,8,267840,6
5,2,9,2635200,6
5,2,10,13608000,6
5,2,11,49896000,6
5,3,4,2076480,6
5,3,5,676800,6
5,3,6,100800,6
5,3,12,110548800,6
5,4,8,-20160,6
5,4,9,181440,6
5,5,4,9720000,6
5,5,5,4449600,6
5,5,7,181440,6
5,5,12,61583040,6
6,0,0,1425600,6
6,0,2,561600,6
6,0,3,285120,6
6,0,8,3510720,6
6,0,10,39960000,6
6,0,11,107870400,6
6,1,0,4276800,6
6,1,6,14400,6
6,1,8,1170240,6
6,1,11,72072000,6
6,2,0,9979200,6
6,2,2,5227200,6
6,2,5,504000,6
6,2,8,244800,6
6,2,10,12484800,6
6,4,3,14852160,6
6,4,4,8583360,6
6,4,6,1206720,6
6,4,11,17709120,6
6,4,12,70614720,6
6,5,1,49896000,6
6,5,4,16891200,6
6,5,6,3240000,6
6,5,7,705600,6
6,5,12,49896000,6
6,6,4,30340800,6
6,6,5,16891200,6
6,6,6,7387200,6
6,6,12,35640000,6
7,0,0,2059200,6
7,0,1,1425600,6
7,1,0,6177600,6
7,1,1,4593600,6
7,1,7,129600,6
7,1,8,1166400,6
7,1,9,6022080,6
7,2,0,14414400,6
7,2,1,11246400,6
7,2,8,225600,6
7,2,9,2214720,6
7,3,1,23284800,6
7,3,9,601920,6
7,5,2,58027200,6
7,5,10,907200,6
7,6,8,1080000,6
7,6,9,60480,6
7,7,0,203860800,6
7,7,2,146836800,6
7,7,3,113400000,6
7,7,8,3240000,6
7,7,10,302400,6
7,7,11,3326400,6
8,0,0,2882880,6
8,0,1,2059200,6
8,0,3,792000,6
8,0,8,3873600,6
8,0,9,14097600,6
8,0,11,114206400,6
8,1,0,8648640,6
8,1,2,4593600,6
8,1,4,1512000,6
8,1,6,181440,6
8,1,8,1166400,6
8,1,9,6004800,6
8,1,10,22789440,6
8,1,11,70741440,6
8,1,12,189604800,6
8,2,0,20180160,6
8,2,1,16061760,6
8,2,3,7761600,6
8,2,8,216000,6
8,2,9,2088000,6
8,2,11,41722560,6
8,3,2,25312320,6
8,3,4,10670400,6
8,3,5,5382720,6
8,3,10,4749120,6
8,3,11,23411520,6
8,3,12,83603520,6
8,4,4,22464576,6
8,4,5,12355776,6
8,4,7,1624896,6
8,4,12,53925696,6
8,5,3,62758080,6
8,5,9,60480,6
8,6,4,74168640,6
8,6,5,46572480,6
8,6,7,10463040,6
8,6,12,22904640,6
8,7,0,285405120,6
8,7,3,166224960,6
8,7,5,79974720,6
8,7,6,45990720,6
8,7,8,7623360,6
8,8,0,412251840,6
8,8,1,366949440,6
8,8,3,251000640,6
8,8,8,16770240,6
8,8,9,4633920,6
8,8,11,1995840,6
9,0,0,3931200,6
9,0,1,2882880,6
9,0,4,665280,6
9,0,5,302400,6
9,0,8,4052160,6
9,0,9,14662080,6
9,0,12,281413440,6
9,1,0,11793600,6
9,1,1,9172800,6
9,1,3,4276800,6
9,1,8,1176000,6
9,1,9,6004800,6
9,1,11,70401600,6
9,2,0,27518400,6
9,2,1,22276800,6
9,3,1,45864000,6
9,3,2,35755200,6
9,3,4,16315200,6
9,3,9,475200,6
9,3,10,4305600,6
9,3,12,77544000,6
9,4,4,33754560,6
9,4,5,19784640,6
9,4,12,48116160,6
9,5,3,89933760,6
9,5,4,63046080,6
9,5,5,39297600,6
9,5,11,5791680,6
9,5,12,29903040,6
9,6,2,190607040,6
9,6,3,149774400,6
9,6,6,40824000,6
9,6,8,6753600,6
9,6,9,1425600,6
9,6,10,388800,6
9,6,11,3326400,6
9,7,0,389188800,6
9,7,2,293716800,6
9,7,5,120792000,6
9,7,8,15529920,6
9,7,10,763200,6
9,8,0,562161600,6
9,8,1,504504000,6
9,8,4,272203200,6
9,8,5,193032000,6
9,8,8,31752000,6
9,8,9,10843200,6
9,8,12,9979200,6
9,9,0,787026240,6
9,9,1,712071360,6
9,9,3,514071360,6
9,9,8,59088960,6
9,9,9,23578560,6
9,9,11,2122560,6
10,0,1,3931200,6
10,0,9,15220800,6
10,1,2,9172800,6
10,1,3,6177600,6
10,1,4,3706560,6
10,1,10,22708800,6
10,1,12,187876800,6
10,2,1,30139200,6
10,2,2,23150400,6
10,2,4,10296000,6
10,2,9,1915200,6
10,2,10,10094400,6
10,2,12,118526400,6
10,4,5,30150720,6
10,5,1,192628800,6
10,5,4,90273600,6
10,5,6,33307200,6
10,5,12,26245440,6
10,6,4,154474560,6
10,6,5,105105600,6
10,6,6,63518400,6
10,6,12,16603200,6
10,8,1,677476800,6
10,8,9,22034880,6
10,9,2,838918080,6
10,9,4,562438080,6
10,9,5,420966720,6
10,9,10,14973120,6
10,9,11,4086720,6
10,9,12,7001280,6
10,10,1,1311710400,6
10,10,2,1161800640,6
10,10,4,801662400,6
10,10,9,81950400,6
10,10,10,32126400,6
10,10,12,6747840,6
11,1,3,8648640,6
11,1,4,5428800,6
11,1,5,2980800,6
11,1,11,70142400,6
11,1,12,187444800,6
11,3,5,20750400,6
11,5,2,213796800,6
11,5,10,907200,6
11,6,8,23768640,6
11,6,9,8164800,6
11,7,3,438177600,6
11,7,4,341547840,6
11,7,6,164116800,6
11,7,11,2376000,6
11,7,12,9979200,6
11,9,4,765443520,6
11,9,5,584988480,6
11,9,7,270809280,6
11,9,12,7001280,6
11,10,4,1087416000,6
11,10,5,848318400,6
11,10,12,8856000,6
11,11,5,1193227200,6
12,0,6,734400,6
12,1,3,11793600,6
12,1,9,6108480,6
12,2,3,30542400,6
12,2,4,20704320,6
12,2,5,12542400,6
12,2,11,36187200,6
12,2,12,111931200,6
12,3,4,46912320,6
12,3,6,16632000,6
12,3,7,7761600,6
12,3,9,1062720,6
12,3,12,64584000,6
12,4,6,37028160,6
12,5,9,6350400,6
12,5,11,4075200,6
12,6,4,287570880,6
12,6,5,207144000,6
12,6,7,79358400,6
12,6,12,13003200,6
12,7,4,458243520,6
12,7,6,232776000,6
12,7,9,34413120,6
12,7,12,9028800,6
12,8,6,375883200,6
12,9,3,1242077760,6
12,9,9,125893440,6
12,10,3,1734955200,6
12,10,4,1444027200,6
12,10,5,1145092800,6
12,10,11,40824000,6
12,10,12,14990400,6
12,11,4,1990486080,6
12,11,6,1226750400,6
12,11,7,880084800,6
12,11,9,349634880,6
12,11,12,29505600,6
12,12,6,1707393600,6
13,0,2,6609600,6
13,0,3,4680000,6
13,0,7,1425600,6
13,0,8,4881600,6
13,0,9,16891200,6
13,0,10,49999680,6
13,0,11,130248000,6
13,1,4,10584000,6
13,1,5,6431040,6
13,1,7,1656000,6
13,1,12,187185600,6
13,2,7,4656960,6
13,2,8,1924800,6
13,2,9,2203200,6
13,3,4,63201600,6
13,3,5,41670720,6
13,3,6,24448320,6
13,3,12,61427520,6
13,4,2,209676096,6
13,4,3,167576256,6
13,4,7,28840896,6
13,4,8,13035456,6
13,4,9,4608576,6
13,4,10,2102976,6
13,4,11,7621056,6
13,5,4,226111680,6
13,5,5,161367360,6
13,5,7,60540480,6
13,5,12,19212480,6
13,6,7,116043840,6
13,6,8,61871040,6
13,6,9,27397440,6
13,7,4,602717760,6
13,7,5,456390720,6
13,7,6,321174720,6
13,7,12,8838720,6
13,8,2,1304571840,6
13,8,3,1116440640,6
13,8,7,344053440,6
13,8,8,207810240,6
13,8,9,109581120,6
13,8,10,47960640,6
13,8,11,16779840,6
13,9,4,1332144576,6
13,9,5,1053331776,6
13,9,7,544936896,6
13,9,12,14325696,6
13,10,7,826378560,6
13,10,8,545952960,6
13,10,9,325892160,6
13,11,4,2589238080,6
13,11,5,2114502720,6
13,11,6,1645254720,6
13,11,12,55414080,6
13,12,2,4557833280,6
13,12,3,4048873920,6
13,12,7,1712249280,6
13,12,8,1207120320,6
13,12,9,786784320,6
13,12,10,463942080,6
13,12,11,239820480,6
13,13,4,4584565440,6
13,13,5,3837936960,6
13,13,7,2362916160,6
13,13,12,187565760,6
14,0,0,13953600,6
14,0,6,1586880,6
14,0,7,1736640,6
14,0,8,5175360,6
14,1,0,41860800,6
14,1,6,5054400,6
14,1,8,2174400,6
14,1,11,70372800,6
14,2,0,97675200,6
14,2,2,68299200,6
14,2,5,24494400,6
14,2,8,3222720,6
14,2,10,9201600,6
14,4,2,266293440,6
14,4,4,164139840,6
14,4,7,42517440,6
14,4,10,3395520,6
14,4,12,31717440,6
14,5,1,527446080,6
14,5,4,294684480,6
14,5,6,144406080,6
14,5,7,87272640,6
14,5,12,17778240,6
14,6,4,492811200,6
14,6,5,370382400,6
14,6,6,258350400,6
14,6,12,11413440,6
14,7,0,1381406400,6
14,7,4,779083200,6
14,7,8,172019520,6
14,7,12,9979200,6
14,8,0,1995364800,6
14,8,6,687067200,6
14,8,7,473688000,6
14,8,8,298123200,6
14,9,0,2793510720,6
14,9,3,2040603840,6
14,9,5,1373037120,6
14,9,6,1043259840,6
14,9,8,487909440,6
14,10,0,3809332800,6
14,10,2,3228863040,6
14,10,5,1967112000,6
14,10,8,761060160,6
14,10,10,263131200,6
14,12,2,5742273600,6
14,12,4,4447684800,6
14,12,7,2284632000,6
14,12,10,684936000,6
14,12,12,179582400,6
14,13,4,5850936000,6
14,13,6,4027060800,6
14,13,9,1610280000,6
14,13,12,308491200,6
14,14,4,7564415040,6
14,14,5,6457389120,6
14,14,6,5322133440,6
14,14,12,501963840,6
15,0,0,17236800,6
15,0,1,13953600,6
15,1,0,51710400,6
15,1,1,43502400,6
15,1,7,3864000,6
15,1,8,2846400,6
15,1,9,6730560,6
15,2,0,120657600,6
15,2,1,104241600,6
15,2,8,5135040,6
15,2,9,3499200,6
15,3,1,212587200,6
15,3,9,5676480,6
15,5,2,571112640,6
15,5,10,13003200,6
15,6,8,133848000,6
15,6,9,69284160,6
15,7,0,1706443200,6
15,7,2,1401105600,6
15,7,3,1204424640,6
15,7,8,243522240,6
15,7,10,64094400,6
15,7,11,25502400,6
15,8,0,2464862400,6
15,8,1,2284286400,6
15,9,0,3450807360,6
15,9,1,3216058560,6
15,9,3,2560662720,6
15,9,8,670777920,6
15,9,9,415005120,6
15,9,11,108250560,6
15,10,0,4705646400,6
15,10,1,4406875200,6
15,10,4,3052075200,6
15,10,5,2515195200,6
15,10,8,1034980800,6
15,10,9,668779200,6
15,10,12,87877440,6
15,11,1,5900731200,6
15,11,9,1030397760,6
15,13,6,5172868800,6
15,14,2,11807536320,6
15,14,3,10734016320,6
15,14,7,5470153920,6
15,14,8,4200419520,6
15,14,9,3062733120,6
15,14,10,2097956160,6
15,14,11,1330378560,6
15,15,0,16702459200,6
15,15,6,8833406400,6
15,15,7,7179157440,6
15,15,8,5604436800,6
16,0,0,21067200,6
16,0,1,17236800,6
16,0,7,2721600,6
16,0,8,5987520,6
16,0,9,18734400,6
16,1,0,63201600,6
16,1,2,43502400,6
16,1,4,24235200,6
16,1,6,9979200,6
16,1,8,3810240,6
16,1,9,7214400,6
16,1,10,23428800,6
16,1,11,70804800,6
16,1,12,187790400,6
16,2,0,147470400,6
16,2,1,128318400,6
16,2,3,84542400,6
16,2,8,7828800,6
16,2,9,4789440,6
16,2,11,33316800,6
16,3,2,222436800,6
16,3,3,180302400,6
16,3,4,137920320,6
16,3,10,5918400,6
16,3,12,54158400,6
16,4,3,341945280,6
16,4,4,268390080,6
16,4,5,197663040,6
16,4,11,8648640,6
16,4,12,28520640,6
16,5,3,594861120,6
16,5,9,49896000,6
16,6,4,792590400,6
16,6,5,615556800,6
16,6,7,303912000,6
16,6,12,14184000,6
16,7,0,2085652800,6
16,7,6,741096000,6
16,7,8,335361600,6
16,7,11,43243200,6
16,8,0,3012609600,6
16,8,1,2801937600,6
16,8,7,839966400,6
16,8,8,564244800,6
16,8,9,345942720,6
16,9,0,4217653440,6
16,9,2,3591656640,6
16,9,4,2711465280,6
16,9,6,1745634240,6
16,9,8,901212480,6
16,9,9,578018880,6
16,9,10,334808640,6
16,9,11,170216640,6
16,9,12,75176640,6
16,10,0,5751345600,6
