a,b,j,H_5,v_2
16,10,1,5402779200,6
16,10,3,4412128320,6
16,10,8,1377673920,6
16,10,9,918561600,6
16,10,11,304603200,6
16,11,2,6664257600,6
16,11,3,5981826240,6
16,11,4,5213073600,6
16,11,10,891144000,6
16,11,12,261489600,6
16,12,3,7938504000,6
16,12,4,6976031040,6
16,12,5,5941944000,6
16,12,11,823521600,6
16,12,12,446932800,6
16,13,3,10341259200,6
16,13,9,2925875520,6
16,14,4,11810796480,6
16,14,5,10242335040,6
16,14,7,6994088640,6
16,14,12,1125512640,6
16,15,0,20414116800,6
16,15,6,11135678400,6
16,15,8,7246653120,6
16,15,11,2678702400,6
16,16,0,25217438400,6
16,16,1,24125774400,6
16,16,7,11781403200,6
16,16,8,9455624640,6
16,16,9,7291944000,6
17,0,0,25502400,6
17,0,1,21067200,6
17,0,8,6552000,6
17,0,9,19454400,6
17,1,0,76507200,6
17,1,1,65419200,6
17,1,3,41860800,6
17,1,8,5140800,6
17,1,9,7922880,6
17,1,11,71121600,6
17,2,0,178516800,6
17,2,1,156340800,6
17,3,1,318225600,6
17,3,2,272865600,6
17,3,4,173517120,6
17,3,9,14051520,6
17,3,10,8136000,6
17,3,12,52430400,6
17,5,3,733723200,6
17,5,4,595684800,6
17,5,5,458395200,6
17,5,11,15681600,6
17,5,12,17899200,6
17,6,2,1384084800,6
17,6,3,1192536000,6
17,6,6,576993600,6
17,6,8,255528000,6
17,6,9,147026880,6
17,6,10,74260800,6
17,6,11,32788800,6
17,7,0,2524737600,6
17,7,2,2110449600,6
17,7,5,1240862400,6
17,7,8,451080000,6
17,7,10,147787200,6
17,8,0,3646843200,6
17,8,1,3402907200,6
17,8,8,750254400,6
17,8,9,476723520,6
17,9,0,5105580480,6
17,9,1,4788463680,6
17,9,3,3892870080,6
17,9,8,1186879680,6
17,9,9,785252160,6
17,9,11,256006080,6
17,10,0,6962155200,6
17,10,1,6558552000,6
17,11,1,8778369600,6
17,11,2,8117928000,6
17,11,4,6422950080,6
17,11,9,1859618880,6
17,11,10,1223208000,6
17,11,12,397425600,6
17,13,3,12642004800,6
17,13,4,11254893120,6
17,13,5,9748440000,6
17,13,11,1753646400,6
17,13,12,1051617600,6
17,14,7,8819254080,6
17,14,8,6972799680,6
17,14,9,5277303360,6
17,15,0,24711825600,6
17,15,2,22203115200,6
17,15,5,16198344000,6
17,15,8,9230155200,6
17,15,10,5226206400,6
17,16,0,30526372800,6
17,16,1,29262340800,6
17,16,8,12004574400,6
17,16,9,9394418880,6
17,17,0,37310011200,6
17,17,1,35835307200,6
17,17,3,31409553600,6
17,17,8,15370689600,6
17,17,9,12198352320,6
17,17,11,6775876800,6
18,0,1,25502400,6
18,0,9,20260800,6
18,1,2,65419200,6
18,1,3,51710400,6
18,1,4,38760000,6
18,1,10,24373440,6
18,1,12,188654400,6
18,2,1,188717760,6
18,2,2,159888960,6
18,2,4,99316800,6
18,2,9,9374400,6
18,2,10,11511360,6
18,2,12,99696960,6
18,4,5,316675776,6
18,5,1,1178210880,6
18,5,4,734633280,6
18,5,6,421692480,6
18,5,12,20623680,6
18,6,4,1212344640,6
18,6,5,966444480,6
18,6,6,730399680,6
18,6,12,26706240,6
18,8,1,4095685440,6
18,8,9,641632320,6
18,9,2,5289996096,6
18,9,4,4096512576,6
18,9,5,3428467776,6
18,9,10,654566976,6
18,9,11,371105856,6
18,9,12,186981696,6
18,10,1,7890442560,6
18,10,2,7285037760,6
18,10,4,5737911360,6
18,10,9,1623101760,6
18,10,10,1059791040,6
18,10,12,339197760,6
18,12,5,9041820480,6
18,13,4,13698104640,6
18,13,6,10113428160,6
18,13,7,8285108160,6
18,13,9,4931115840,6
18,13,12,1479677760,6
18,14,4,17641440576,6
18,14,5,15497971776,6
18,14,6,13248795456,6
18,14,12,2220837696,6
18,16,1,35178010560,6
18,16,9,11927805120,6
18,17,2,40790312640,6
18,17,3,37965775680,6
18,17,4,34679983680,6
18,17,10,11951432640,6
18,17,12,6257528640,6
18,18,1,52234015680,6
18,18,2,49579548480,6
18,18,4,42455223360,6
18,18,9,19670938560,6
18,18,10,15454313280,6
18,18,12,8422159680,6
19,1,3,63201600,6
19,1,4,48081600,6
19,1,5,34516800,6
19,1,11,72072000,6
19,1,12,189224640,6
19,3,5,199454400,6
19,5,2,1256418240,6
19,5,10,75902400,6
19,6,8,445780800,6
19,6,9,276868800,6
19,7,3,2700371520,6
19,7,4,2303179200,6
19,7,6,1481284800,6
19,7,11,156340800,6
19,7,12,75556800,6
19,9,4,4961113920,6
19,9,5,4186468800,6
19,9,7,2647149120,6
19,9,12,277485120,6
19,10,4,6940140480,6
19,10,5,5924491200,6
19,10,12,491451840,6
19,11,5,8161108800,6
19,13,6,12364833600,6
19,14,2,25463296320,6
19,14,3,23512547520,6
19,14,7,13526032320,6
19,14,8,10948701120,6
19,14,9,8535481920,6
19,14,10,6369451200,6
19,14,11,4513629120,6
19,15,2,31995311040,6
19,15,4,26957206080,6
19,15,7,17575496640,6
19,15,10,8670110400,6
19,15,12,4316178240,6
19,17,3,45499734720,6
19,17,4,41717592000,6
19,17,5,37508827200,6
19,17,11,11421009600,6
19,17,12,8229988800,6
19,19,5,56135332800,6
20,0,2,29874240,6
20,0,10,60321600,6
20,1,3,76507200,6
20,1,9,12087360,6
20,2,3,190175040,6
20,2,4,149688000,6
20,2,5,111585600,6
20,2,11,34171200,6
20,2,12,97675200,6
20,3,1,544824000,6
20,3,4,322217280,6
20,3,6,177019200,6
20,3,12,50299200,6
20,4,2,879600960,6
20,4,10,49608000,6
20,5,9,192628800,6
20,5,11,54388800,6
20,6,4,1780551360,6
20,6,5,1449864000,6
20,6,7,829828800,6
20,6,12,57412800,6
20,7,1,3989304000,6
20,7,4,2773224000,6
20,7,6,1821441600,6
20,7,7,1375934400,6
20,7,12,112622400,6
20,8,2,5322715200,6
20,8,10,701870400,6
20,9,3,6790196160,6
20,9,9,1749188160,6
20,10,3,9406411200,6
20,10,4,8322552000,6
20,10,5,7153876800,6
20,10,11,1177444800,6
20,10,12,690863040,6
20,11,1,14918904000,6
20,11,4,11337226560,6
20,11,6,8285716800,6
20,11,12,1139054400,6
20,12,2,18336225600,6
20,12,10,4094395200,6
20,13,9,7835849280,6
20,13,11,4107902400,6
20,14,4,25409799360,6
20,14,5,22565217600,6
20,14,7,16489604160,6
20,14,12,3986285760,6
20,15,1,40116600000,6
20,15,4,32199451200,6
20,15,6,25123406400,6
20,15,7,21385650240,6
20,15,12,5668971840,6
20,16,2,47101608000,6
20,16,10,14508936000,6
20,17,3,54104235840,6
20,17,9,23811163200,6
20,18,3,65929665600,6
20,18,4,60880870080,6
20,18,5,55229947200,6
20,18,11,18895694400,6
20,18,12,14136408000,6
20,19,1,88569835200,6
20,19,4,73749591360,6
20,19,6,60092539200,6
20,19,12,18446218560,6
20,20,2,101004805440,6
20,20,10,38431713600,6
21,0,8,10537920,6
21,0,9,23457600,6
21,1,4,71649600,6
21,1,5,53169600,6
21,1,7,24456000,6
21,1,12,190728000,6
21,2,2,273528000,6
21,2,3,227534400,6
21,2,6,97675200,6
21,2,8,40276800,6
21,2,9,24027840,6
21,2,10,19281600,6
21,2,11,35582400,6
21,3,4,388365120,6
21,3,5,300484800,6
21,3,6,219844800,6
21,3,12,51105600,6
21,4,8,205477440,6
21,4,9,124770240,6
21,5,4,1299499200,6
21,5,5,1049083200,6
21,5,7,587966400,6
21,5,12,45316800,6
21,6,7,1030104000,6
21,6,8,726517440,6
21,6,9,478094400,6
21,7,4,3311931840,6
21,7,5,2764372800,6
21,7,6,2217211200,6
21,7,12,162993600,6
21,8,8,1985515200,6
21,8,9,1398150720,6
21,9,4,7094283840,6
21,9,5,6073502400,6
21,9,7,4006900800,6
21,9,12,555508800,6
21,10,2,12221352000,6
21,10,3,11137072320,6
21,10,6,7184520000,6
21,10,8,4526329920,6
21,10,9,3360830400,6
21,10,10,2362190400,6
21,10,11,1554984000,6
21,11,4,13476916800,6
21,11,5,11765361600,6
21,11,6,9981489600,6
21,11,12,1535976000,6
21,12,8,9054561600,6
21,12,9,7003765440,6
21,13,4,23451933120,6
21,13,5,20790580800,6
21,13,7,15122884800,6
21,13,12,3579249600,6
21,14,7,19918324800,6
21,14,8,16437551040,6
21,14,9,13126328640,6
21,15,4,38173176000,6
21,15,5,34261531200,6
21,15,6,30085992000,6
21,15,12,7321924800,6
21,16,8,27704379840,6
21,16,9,22689633600,6
21,17,4,58956229440,6
21,17,5,53452324800,6
21,17,7,41365396800,6
21,17,12,13562337600,6
21,18,2,82706904000,6
21,18,3,77817326400,6
21,18,6,58676356800,6
21,18,8,44045870400,6
21,18,9,36816534720,6
21,18,10,29930673600,6
21,18,11,23577681600,6
21,19,4,87278418240,6
21,19,5,79798814400,6
21,19,6,71691883200,6
21,19,12,23260564800,6
21,20,8,66814585920,6
21,20,9,56791627200,6
21,21,4,124778808000,6
21,21,5,114898593600,6
21,21,7,92751768000,6
21,21,12,37538424000,6
22,0,0,58968000,6
22,0,2,42120000,6
22,0,3,34056000,6
22,0,8,12139200,6
22,0,10,63892800,6
22,0,11,158760000,6
22,1,0,176904000,6
22,1,6,46267200,6
22,1,8,20520000,6
22,1,11,74894400,6
22,2,0,412776000,6
22,2,2,322296000,6
22,2,5,166372800,6
22,2,8,52296000,6
22,2,10,23889600,6
22,4,3,1059825600,6
22,4,4,884191680,6
22,4,6,538228800,6
22,4,11,52632000,6
22,4,12,42724800,6
22,5,1,2299752000,6
22,5,4,1545595200,6
22,5,6,981288000,6
22,5,7,726062400,6
22,5,12,61876800,6
22,6,4,2528729280,6
22,6,5,2095675200,6
22,6,6,1666843200,6
22,6,12,117777600,6
22,7,0,5837832000,6
22,7,4,3925696320,6
22,7,8,1531800000,6
22,7,12,229521600,6
22,8,0,8432424000,6
22,8,2,7368504000,6
22,8,3,6649704000,6
22,8,8,2450875200,6
22,8,10,1186142400,6
22,8,11,743265600,6
22,9,0,11805393600,6
22,9,3,9465825600,6
22,9,5,7227144000,6
22,9,6,6032116800,6
22,9,8,3752395200,6
22,10,0,16098264000,6
22,10,2,14321736000,6
22,10,5,10178078400,6
22,10,8,5534827200,6
22,10,10,2989396800,6
22,12,3,23390136000,6
22,12,4,21167161920,6
22,12,6,16148260800,6
22,12,11,4623825600,6
22,12,12,3119745600,6
22,13,4,27641718720,6
22,13,6,21416788800,6
22,13,9,11878125120,6
22,13,12,4627972800,6
22,14,4,35505046080,6
22,14,5,31820712000,6
22,14,6,27893764800,6
22,14,12,6655924800,6
22,15,0,57139992000,6
22,15,4,44943595200,6
22,15,8,25932571200,6
22,15,12,9317044800,6
22,16,0,70584696000,6
22,16,2,64929384000,6
22,16,3,60886728000,6
22,16,8,33328728000,6
22,16,10,22081550400,6
22,16,11,17106638400,6
22,17,0,86270184000,6
22,17,6,56372500800,6
22,17,8,42225288000,6
22,17,11,22493169600,6
22,18,0,104432328000,6
22,18,2,96766488000,6
22,18,5,77449867200,6
22,18,8,52815067200,6
22,18,10,36510782400,6
22,20,3,131764248000,6
22,20,4,123116011200,6
22,20,6,102692232000,6
22,20,11,46623192000,6
22,20,12,36916228800,6
22,21,1,171470520000,6
22,21,4,146581807680,6
22,21,6,123155611200,6
22,21,7,110196676800,6
22,21,12,46419105600,6
22,22,4,173258205120,6
22,22,5,160510996800,6
22,22,6,146548180800,6
22,22,12,57679473600,6
23,0,0,68402880,6
23,0,1,58968000,6
23,1,0,205208640,6
23,1,1,181621440,6
23,1,7,39009600,6
23,1,8,26107200,6
23,1,9,21124800,6
23,2,0,478820160,6
23,2,1,431645760,6
23,2,8,66830400,6
23,2,9,41601600,6
23,3,1,875085120,6
23,3,9,97243200,6
23,5,2,2427122880,6
23,5,10,259277760,6
23,6,8,1122690240,6
23,6,9,773029440,6
23,7,0,6771885120,6
23,7,2,5882310720,6
23,7,3,5287239360,6
23,7,8,1881149760,6
23,7,10,890464320,6
23,7,11,551517120,6
23,8,0,9781611840,6
23,8,1,9262693440,6
23,9,0,13694256576,6
23,9,1,13019662656,6
23,9,3,11067541056,6
23,9,8,4562744256,6
23,9,9,3412224576,6
23,9,11,1618664256,6
23,10,0,18673986240,6
23,10,1,17815412160,6
23,10,4,13726848960,6
23,10,5,12008312640,6
23,10,8,6703824960,6
23,10,9,5122647360,6
23,10,12,1665264960,6
23,11,1,23825430720,6
23,11,9,7434866880,6
23,13,6,25327028160,6
23,14,2,48506268096,6
23,14,3,45296686656,6
23,14,7,28359688896,6
23,14,8,23784497856,6
23,14,9,19374624576,6
23,14,10,15269414976,6
23,14,11,11586286656,6
23,15,0,66282390720,6
23,15,6,42188408640,6
23,15,7,36606306240,6
23,15,8,31002229440,6
23,16,0,81878247360,6
23,16,1,79189306560,6
23,17,0,100073413440,6
23,17,1,96936315840,6
23,17,7,58420232640,6
23,17,8,50312162880,6
23,17,9,42317484480,6
23,18,0,121141500480,6
23,18,1,117509071680,6
23,18,8,62841199680,6
23,18,9,53315357760,6
23,19,1,141192507456,6
23,19,9,66357216576,6
23,21,2,191636228160,6
23,21,10,84553416000,6
23,22,8,137852648640,6
23,22,9,120233471040,6
23,23,0,280109793600,6
23,23,2,263682993600,6
23,23,3,251666625600,6
23,23,8,164195035200,6
23,23,10,123995966400,6
23,23,11,104624136000,6
24,0,0,78926400,6
24,0,1,68402880,6
24,0,3,47511360,6
24,0,8,16349760,6
24,0,9,28486080,6
24,0,11,165602880,6
24,1,0,236779200,6
24,1,2,181621440,6
24,1,4,121992000,6
24,1,6,69220800,6
24,1,8,32827200,6
24,1,9,25704000,6
24,1,10,34804800,6
24,1,11,78379200,6
24,1,12,194408640,6
24,2,0,552484800,6
24,2,1,499867200,6
24,2,3,373014720,6
24,2,8,84208320,6
24,2,9,53524800,6
24,2,11,44971200,6
24,3,2,902664000,6
24,3,4,648648000,6
24,3,5,518328000,6
24,3,10,75470400,6
24,3,11,50500800,6
24,3,12,61300800,6
24,4,4,1229640000,6
24,4,5,1001311680,6
24,4,7,579633600,6
24,4,12,65793600,6
24,5,3,2494618560,6
24,5,9,527446080,6
24,6,4,3491438400,6
24,6,5,2936779200,6
24,6,7,1851474240,6
24,6,12,222315840,6
24,7,0,7813713600,6
24,7,3,6153693120,6
24,7,5,4607716800,6
24,7,6,3797294400,6
24,7,8,2287158720,6
24,8,0,11286475200,6
24,8,1,10707681600,6
24,8,3,9048542400,6
24,8,8,3622449600,6
24,8,9,2684404800,6
24,8,11,1246449600,6
24,9,0,15801065280,6
24,9,2,14060692800,6
24,9,4,11500689600,6
24,9,6,8484091200,6
24,9,8,5498136000,6
24,9,9,4168584000,6
24,9,10,3011878080,6
24,9,11,2057140800,6
24,9,12,1315828800,6
24,10,0,21546907200,6
24,10,1,20589266880,6
24,10,3,17779901760,6
24,10,8,8049572160,6
24,10,9,6227686080,6
24,10,11,3244610880,6
24,11,2,25938843840,6
24,11,4,21738340800,6
24,11,5,19264766400,6
24,11,10,6810955200,6
24,11,11,4920264000,6
24,11,12,3366671040,6
24,12,4,28889438400,6
24,12,5,25784193600,6
24,12,7,19120852800,6
24,12,12,5076043200,6
24,13,3,41137761600,6
24,13,9,17324193600,6
24,14,4,48352075200,6
24,14,5,43676815680,6
24,14,7,33472152000,6
24,14,12,10499544000,6
24,15,0,76479681600,6
24,15,3,66179280960,6
24,15,5,55521028800,6
24,15,6,49458962880,6
24,15,8,36785367360,6
24,16,0,94474900800,6
24,16,1,91475697600,6
24,16,3,82311681600,6
24,16,8,47117716800,6
24,16,9,39548779200,6
24,16,11,25625390400,6
24,17,0,115469323200,6
24,17,2,107195659200,6
24,17,4,94208385600,6
24,17,6,77720644800,6
24,17,8,59515283520,6
24,17,9,50410382400,6
24,17,10,41645793600,6
24,17,11,33453604800,6
24,17,12,26030808000,6
24,18,0,139778654400,6
24,18,1,135727099200,6
24,18,3,123242212800,6
24,18,8,74239704000,6
24,18,9,63401486400,6
24,18,11,42991819200,6
24,19,2,156683419200,6
24,19,4,139181236800,6
24,19,5,128449087680,6
24,19,10,66319606080,6
24,19,11,54477720000,6
24,19,12,43538299200,6
24,20,4,166929929280,6
24,20,5,154562155200,6
24,20,7,126645301440,6
24,20,12,55104287040,6
24,21,3,211103236800,6
24,21,9,117884289600,6
24,22,4,234679156800,6
24,22,5,218557099200,6
24,22,7,181887182400,6
24,22,12,85129012800,6
24,23,0,323203608000,6
24,23,3,291423096000,6
24,23,5,257162558400,6
24,23,6,237041640000,6
24,23,8,193026859200,6
24,24,0,374916185280,6
24,24,1,366297422400,6
24,24,3,339256382400,6
24,24,8,228090744000,6
24,24,9,202032532800,6
24,24,11,150546513600,6
25,0,0,90619200,6
25,0,1,78926400,6
25,0,4,44712000,6
25,0,5,34776000,6
25,0,8,19051200,6
25,0,9,30744000,6
25,0,12,383624640,6
25,1,0,271857600,6
25,1,1,242625600,6
25,1,3,176904000,6
25,1,8,40824000,6
25,1,9,31268160,6
25,1,11,80827200,6
25,2,0,634334400,6
25,2,1,575870400,6
25,3,1,1166356800,6
25,3,2,1043582400,6
25,3,4,759170880,6
25,3,9,157711680,6
25,3,10,97675200,6
25,3,12,68328000,6
25,4,4,1436155200,6
25,4,5,1178994240,6
25,4,12,83419200,6
25,5,3,2892254400,6
25,5,4,2496254400,6
25,5,5,2083099200,6
25,5,11,259166400,6
25,5,12,151784640,6
25,6,2,5182833600,6
25,6,3,4654036800,6
25,6,6,2813976000,6
25,6,8,1662292800,6
25,6,9,1187040960,6
25,6,10,799243200,6
25,6,11,503236800,6
25,7,0,8971300800,6
25,7,2,7866331200,6
25,7,5,5390078400,6
25,7,8,2755650240,6
25,7,10,1404648000,6
25,8,0,12958545600,6
25,8,1,12315441600,6
25,8,4,9319913280,6
25,8,5,8081764800,6
25,8,8,4345454400,6
25,8,9,3265174080,6
25,8,12,998078400,6
25,9,0,18141963840,6
25,9,1,17305928640,6
25,9,3,14872334400,6
25,9,8,6570849600,6
25,9,9,5044536000,6
25,9,11,2579480640,6
25,10,0,24739041600,6
25,10,1,23674996800,6
25,11,1,31655332800,6
25,11,2,29881924800,6
25,11,4,25193626560,6
25,11,9,10802957760,6
25,11,10,8279812800,6
25,11,12,4242628800,6
25,12,4,33461812800,6
25,12,5,29985076800,6
25,12,12,6345460800,6
25,13,3,47482545600,6
25,13,4,43623823680,6
25,13,5,39329553600,6
25,13,11,12532708800,6
25,13,12,9193780800,6
25,14,7,39249403200,6
25,14,8,33370411200,6
25,14,9,27640872000,6
25,15,0,87810004800,6
25,15,2,81131077440,6
25,15,5,64432929600,6
25,15,8,43346318400,6
25,15,10,29562926400,6
25,16,0,108471182400,6
25,16,1,105138734400,6
25,16,4,88267383360,6
25,16,5,80770622400,6
25,16,8,55439294400,6
25,16,9,46856698560,6
25,16,12,23983128000,6
25,17,0,132575889600,6
25,17,1,128688033600,6
25,17,3,116727992640,6
25,17,8,69933474240,6
25,17,9,59619470400,6
25,17,11,40249492800,6
25,18,0,160486603200,6
25,18,1,155984875200,6
25,19,1,187406936640,6
25,19,2,180294206400,6
25,19,4,160777051200,6
25,19,9,92898792000,6
25,19,10,78733448640,6
25,19,12,52620321600,6
25,20,4,192781857600,6
25,20,5,178959796800,6
25,20,12,66408344640,6
25,21,3,243253483200,6
25,21,4,229351124160,6
25,21,5,213526152000,6
25,21,11,100500177600,6
25,21,12,82793995200,6
25,22,2,299964168000,6
25,22,3,286695944640,6
25,22,6,233038209600,6
25,22,8,189635826240,6
25,22,9,167078116800,6
25,22,10,144637819200,6
25,22,11,122818939200,6
25,23,0,371085624000,6
25,23,2,350691432000,6
25,23,5,297468715200,6
25,23,8,225519000000,6
25,23,10,173910542400,6
25,24,0,430459323840,6
25,24,1,420882920640,6
25,24,4,370690171200,6
25,24,5,347713698240,6
25,24,8,266299790400,6
25,24,9,236919816000,6
25,24,12,150758078400,6
25,25,0,496683835200,6
25,25,1,486002462400,6
25,25,3,452343528000,6
25,25,8,312407323200,6
25,25,9,279149976000,6
25,25,11,212694811200,6
26,0,1,90619200,6
26,0,9,33364800,6
26,1,2,242625600,6
26,1,3,205208640,6
26,1,4,167832000,6
26,1,10,43041600,6
26,1,12,198417600,6
26,2,1,660225600,6
26,2,2,585057600,6
26,2,4,417493440,6
26,2,9,85170240,6
26,2,10,58363200,6
26,2,12,104875200,6
26,4,5,1379338560,6
26,5,1,4077864000,6
26,5,4,2894011200,6
26,5,6,1970280000,6
26,5,12,199598400,6
26,6,4,4706280000,6
26,6,5,4009118400,6
26,6,6,3303518400,6
26,6,12,388584000,6
26,8,1,14097758400,6
26,8,9,3935574720,6
26,9,2,18588461760,6
26,9,4,15409195200,6
26,9,5,13556554560,6
26,9,10,4505780160,6
26,9,11,3195783360,6
26,9,12,2143373760,6
26,10,1,27095140800,6
26,10,2,25531646400,6
26,10,4,21419294400,6
26,10,9,8965771200,6
26,10,10,6820516800,6
26,10,12,3432715200,6
26,12,5,34680657600,6
26,13,4,50242720320,6
26,13,6,40319294400,6
26,13,7,34995470400,6
26,13,9,24468505920,6
26,13,12,11289499200,6
26,14,4,64411502400,6
26,14,5,58581610560,6
26,14,6,52297104960,6
26,14,12,15822653760,6
26,16,1,120277569600,6
26,16,9,55139227200,6
26,17,2,141319598400,6
26,17,3,133940606400,6
26,17,4,125226440640,6
26,17,10,58737960000,6
26,17,12,38200248000,6
26,18,1,178429204800,6
26,18,2,171588916800,6
26,18,4,152840387520,6
26,18,9,87825165120,6
26,18,10,74304590400,6
26,18,12,49446302400,6
26,20,5,206143963200,6
26,21,1,302215032000,6
26,21,4,263494728000,6
26,21,6,226479585600,6
26,21,12,98740411200,6
26,22,4,311165951040,6
26,22,5,291119716800,6
26,22,6,268991755200,6
26,22,12,121494081600,6
26,24,1,481351066560,6
26,24,9,276168830400,6
26,25,2,539356708800,6
26,25,4,493484472000,6
26,25,5,464816088000,6
26,25,10,287477035200,6
26,25,11,250213147200,6
26,25,12,214077297600,6
26,26,1,638593502400,6
26,26,2,620282577600,6
26,26,4,569150712000,6
26,26,9,380397931200,6
26,26,10,337853073600,6
26,26,12,254458929600,6
27,1,3,236779200,6
27,1,4,195074880,6
27,1,5,155064000,6
27,1,11,87595200,6
27,1,12,201096000,6
27,3,5,837345600,6
27,5,2,4271601600,6
27,5,10,663768000,6
27,6,8,2376360000,6
27,6,9,1748537280,6
27,7,3,9399240000,6
27,7,4,8364102720,6
27,7,6,6102619200,6
27,7,11,1440648000,6
27,7,12,924264000,6
27,9,4,17700984000,6
27,9,5,15640672320,6
27,9,7,11297603520,6
27,9,12,2680413120,6
27,10,4,24588715200,6
27,10,5,21900043200,6
27,10,12,4256280000,6
27,11,5,29890641600,6
27,13,6,46554408000,6
27,14,2,84489145920,6
27,14,3,79570192320,6
27,14,7,53022467520,6
27,14,8,45611881920,6
27,14,9,38321294400,6
27,14,10,31360374720,6
27,14,11,24916605120,6
27,15,2,106023124800,6
27,15,4,93223972800,6
27,15,7,68118667200,6
27,15,10,41481115200,6
27,15,12,26090769600,6
27,17,3,152991374400,6
27,17,4,143338144320,6
27,17,5,132412593600,6
27,17,11,56918030400,6
27,17,12,45692942400,6
27,19,5,196602208320,6
27,21,2,332790753600,6
27,21,10,163769198400,6
27,22,8,254873889600,6
27,22,9,226526742720,6
27,23,3,439256952000,6
27,23,4,417289561920,6
27,23,6,364259332800,6
27,23,11,205579281600,6
27,23,12,174610900800,6
27,25,4,563940312000,6
27,25,5,532162056000,6
27,25,7,458643662400,6
27,25,12,251733700800,6
27,26,4,650316962880,6
27,26,5,614833128000,6
27,26,12,298809000000,6
27,27,5,706798872000,6
28,0,6,43963200,6
28,1,3,271857600,6
28,1,9,55252800,6
28,2,3,663796800,6
28,2,4,558331200,6
28,2,5,453485760,6
28,2,11,77098560,6
28,2,12,115536960,6
28,3,4,1176379200,6
28,3,6,771664320,6
28,3,7,588409920,6
28,3,9,296510400,6
28,3,12,105779520,6
28,4,6,1501419456,6
28,5,9,1178210880,6
28,5,11,531833280,6
28,6,4,6213896640,6
28,6,5,5351676480,6
28,6,7,3611874240,6
28,6,12,637179840,6
28,7,4,9578439360,6
28,7,6,7065126720,6
28,7,9,3506016960,6
28,7,12,1163574720,6
28,8,6,10678040640,6
28,9,3,22320910656,6
28,9,9,8512992576,6
28,10,3,30795975360,6
28,10,4,28097962560,6
28,10,5,25119944640,6
28,10,11,7292640960,6
28,10,12,5220452160,6
28,11,4,38060182080,6
28,11,6,30200598720,6
28,11,7,26022386880,6
28,11,9,17859602880,6
28,11,12,7917180480,6
28,12,6,40592422080,6
28,13,9,33633714240,6
28,13,11,21657303360,6
28,14,4,84179664576,6
28,14,5,77018899776,6
28,14,7,61135960896,6
28,14,12,22966485696,6
28,15,4,106300347840,6
28,15,6,88325490240,6
28,15,9,58350594240,6
28,15,12,31177333440,6
28,16,6,111101578560,6
28,17,3,174006809280,6
28,17,9,94952911680,6
28,18,3,211692790080,6
28,18,4,199266557760,6
28,18,5,185147570880,6
28,18,11,85248694080,6
28,18,12,69814831680,6
28,19,4,240816096576,6
28,19,6,206425630656,6
28,19,7,187179160896,6
28,19,9,146810736576,6
28,19,12,88593189696,6
28,20,6,248900944320,6
28,21,9,217721540160,6
28,21,11,163302955200,6
28,22,4,405004616640,6
28,22,5,380443406400,6
28,22,7,323964676800,6
28,22,12,168543460800,6
28,23,4,474963007680,6
28,23,6,416325268800,6
28,23,9,311910194880,6
28,23,12,204652324800,6
28,24,6,487524373056,6
28,25,3,672220814400,6
28,25,9,434028974400,6
28,26,3,773922340800,6
28,26,4,739878235200,6
28,26,5,700682274240,6
28,26,11,400883144640,6
28,26,12,348768763200,6
28,27,4,848935080000,6
28,27,6,756687072960,6
28,27,7,703802381760,6
28,27,9,589157553600,6
28,27,12,410680733760,6
28,28,6,867344137920,6
29,0,6,51554880,6
29,0,8,35040960,6
29,0,9,43894080,6
29,1,4,259358400,6
29,1,5,209563200,6
29,1,7,122351040,6
29,1,12,208232640,6
29,2,7,312984000,6
29,2,8,226653120,6
29,2,9,157320000,6
29,3,4,1347681600,6
29,3,5,1119585600,6
29,3,6,897422400,6
29,3,12,125294400,6
29,4,6,1740934080,6
29,4,8,1030438080,6
29,4,9,741545280,6
29,5,4,4375615680,6
29,5,5,3741076800,6
29,5,7,2480466240,6
29,5,12,418587840,6
29,6,7,4200517440,6
29,6,8,3298968000,6
29,6,9,2488968000,6
29,7,4,10920571200,6
29,7,5,9554126400,6
29,7,6,8137368000,6
29,7,12,1446984000,6
29,8,6,12278548800,6
29,8,8,8367364800,6
29,8,9,6574536000,6
29,9,4,23042508480,6
29,9,5,20521373760,6
29,9,7,15153727680,6
29,9,12,4051903680,6
29,10,7,21603637440,6
29,10,8,18053300160,6
29,10,9,14655746880,6
29,11,4,43283937600,6
29,11,5,39088008000,6
29,11,6,34599355200,6
29,11,12,9557317440,6
29,12,6,46461240000,6
29,12,8,34656995520,6
29,12,9,28872648000,6
29,13,4,74669918400,6
29,13,5,68181768000,6
29,13,7,53839195200,6
29,13,12,19769745600,6
29,14,7,70149602880,6
29,14,8,60961222080,6
29,14,9,51847836480,6
29,15,4,120708060480,6
29,15,5,111212942400,6
29,15,6,100870822080,6
29,15,12,36978258240,6
29,16,6,126806644800,6
29,16,8,100231300800,6
29,16,9,86686459200,6
29,17,4,185388523200,6
29,17,5,172074369600,6
29,17,7,141954724800,6
29,17,12,63954475200,6
29,18,7,175186468800,6
29,18,8,156215102400,6
29,18,9,136976212800,6
29,19,4,273184015680,6
29,19,5,255141437760,6
29,19,6,235260002880,6
29,19,12,103952566080,6
29,20,6,283553196480,6
29,20,8,233143047360,6
29,20,9,206787343680,6
29,21,4,389049796800,6
29,21,5,365272084800,6
29,21,7,310638968640,6
29,21,12,160709250240,6
29,22,7,369783086400,6
29,22,8,335728105920,6
