c,a,b,lambda,class,mu,K_lam_mu
5,14,9,"(14, 9, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3896770515
5,14,9,"(14, 9, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7245206540
5,14,9,"(14, 9, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11043097065
5,14,9,"(14, 9, 5)",two_part,"(26, 2)",0
5,14,9,"(14, 9, 5)",two_part,"(25, 3)",0
5,14,9,"(14, 9, 5)",two_part,"(24, 4)",0
5,14,9,"(14, 9, 5)",two_part,"(23, 5)",0
5,14,9,"(14, 9, 5)",two_part,"(22, 6)",0
5,14,9,"(14, 9, 5)",two_part,"(21, 7)",0
5,14,9,"(14, 9, 5)",two_part,"(20, 8)",0
5,14,9,"(14, 9, 5)",two_part,"(19, 9)",0
5,14,9,"(14, 9, 5)",two_part,"(18, 10)",0
5,14,9,"(14, 9, 5)",two_part,"(17, 11)",0
5,14,9,"(14, 9, 5)",two_part,"(16, 12)",0
5,14,9,"(14, 9, 5)",two_part,"(15, 13)",0
5,14,9,"(14, 9, 5)",two_part,"(14, 14)",0
5,14,9,"(14, 9, 5)",hook_A,"(24, 2, 2)",0
5,14,9,"(14, 9, 5)",hook_A,"(22, 2, 2, 2)",0
5,14,9,"(14, 9, 5)",hook_A,"(20, 2, 2, 2, 2)",0
5,14,9,"(14, 9, 5)",hook_A,"(18, 2, 2, 2, 2, 2)",0
5,14,9,"(14, 9, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2)",0
5,14,9,"(14, 9, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2)",105
5,14,9,"(14, 9, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2)",4900
5,14,9,"(14, 9, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2)",65520
5,14,9,"(14, 9, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",504423
5,14,9,"(14, 9, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2721543
5,14,9,"(14, 9, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",10766019
5,14,9,"(14, 9, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",28429401
5,14,11,"(14, 11, 5)",col_strict,"(30,)",0
5,14,11,"(14, 11, 5)",col_strict,"(29, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(28, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(27, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(26, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(25, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,11,"(14, 11, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2548
5,14,11,"(14, 11, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",43316
5,14,11,"(14, 11, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",389844
5,14,11,"(14, 11, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2469012
5,14,11,"(14, 11, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",12334401
5,14,11,"(14, 11, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",51625413
5,14,11,"(14, 11, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",187651695
5,14,11,"(14, 11, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",605782947
5,14,11,"(14, 11, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1760717574
5,14,11,"(14, 11, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4639187630
5,14,11,"(14, 11, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11080279210
5,14,11,"(14, 11, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",23759390655
5,14,11,"(14, 11, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",44507027565
5,14,11,"(14, 11, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",67931778915
5,14,11,"(14, 11, 5)",two_part,"(28, 2)",0
5,14,11,"(14, 11, 5)",two_part,"(27, 3)",0
5,14,11,"(14, 11, 5)",two_part,"(26, 4)",0
5,14,11,"(14, 11, 5)",two_part,"(25, 5)",0
5,14,11,"(14, 11, 5)",two_part,"(24, 6)",0
5,14,11,"(14, 11, 5)",two_part,"(23, 7)",0
5,14,11,"(14, 11, 5)",two_part,"(22, 8)",0
5,14,11,"(14, 11, 5)",two_part,"(21, 9)",0
5,14,11,"(14, 11, 5)",two_part,"(20, 10)",0
5,14,11,"(14, 11, 5)",two_part,"(19, 11)",0
5,14,11,"(14, 11, 5)",two_part,"(18, 12)",0
5,14,11,"(14, 11, 5)",two_part,"(17, 13)",0
5,14,11,"(14, 11, 5)",two_part,"(16, 14)",0
5,14,11,"(14, 11, 5)",two_part,"(15, 15)",0
5,14,11,"(14, 11, 5)",hook_A,"(26, 2, 2)",0
5,14,11,"(14, 11, 5)",hook_A,"(24, 2, 2, 2)",0
5,14,11,"(14, 11, 5)",hook_A,"(22, 2, 2, 2, 2)",0
5,14,11,"(14, 11, 5)",hook_A,"(20, 2, 2, 2, 2, 2)",0
5,14,11,"(14, 11, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2)",0
5,14,11,"(14, 11, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2)",0
5,14,11,"(14, 11, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2)",238
5,14,11,"(14, 11, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2)",13734
5,14,11,"(14, 11, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",217143
5,14,11,"(14, 11, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1883442
5,14,11,"(14, 11, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",10857726
5,14,11,"(14, 11, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",43943900
5,14,11,"(14, 11, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",116040925
5,14,13,"(14, 13, 5)",col_strict,"(32,)",0
5,14,13,"(14, 13, 5)",col_strict,"(31, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(30, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(29, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(28, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(27, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,14,13,"(14, 13, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5508
5,14,13,"(14, 13, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",104652
5,14,13,"(14, 13, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1035861
5,14,13,"(14, 13, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7101801
5,14,13,"(14, 13, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",37828791
5,14,13,"(14, 13, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",166461603
5,14,13,"(14, 13, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",628092234
5,14,13,"(14, 13, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2081382930
5,14,13,"(14, 13, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6150989130
5,14,13,"(14, 13, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",16349520330
5,14,13,"(14, 13, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",39152798685
5,14,13,"(14, 13, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",83821629870
5,14,13,"(14, 13, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",156445713765
5,14,13,"(14, 13, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",238027834440
5,14,13,"(14, 13, 5)",two_part,"(30, 2)",0
5,14,13,"(14, 13, 5)",two_part,"(29, 3)",0
5,14,13,"(14, 13, 5)",two_part,"(28, 4)",0
5,14,13,"(14, 13, 5)",two_part,"(27, 5)",0
5,14,13,"(14, 13, 5)",two_part,"(26, 6)",0
5,14,13,"(14, 13, 5)",two_part,"(25, 7)",0
5,14,13,"(14, 13, 5)",two_part,"(24, 8)",0
5,14,13,"(14, 13, 5)",two_part,"(23, 9)",0
5,14,13,"(14, 13, 5)",two_part,"(22, 10)",0
5,14,13,"(14, 13, 5)",two_part,"(21, 11)",0
5,14,13,"(14, 13, 5)",two_part,"(20, 12)",0
5,14,13,"(14, 13, 5)",two_part,"(19, 13)",0
5,14,13,"(14, 13, 5)",two_part,"(18, 14)",0
5,14,13,"(14, 13, 5)",two_part,"(17, 15)",0
5,14,13,"(14, 13, 5)",two_part,"(16, 16)",0
5,14,13,"(14, 13, 5)",hook_A,"(28, 2, 2)",0
5,14,13,"(14, 13, 5)",hook_A,"(26, 2, 2, 2)",0
5,14,13,"(14, 13, 5)",hook_A,"(24, 2, 2, 2, 2)",0
5,14,13,"(14, 13, 5)",hook_A,"(22, 2, 2, 2, 2, 2)",0
5,14,13,"(14, 13, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2)",0
5,14,13,"(14, 13, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2)",0
5,14,13,"(14, 13, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,14,13,"(14, 13, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2)",468
5,14,13,"(14, 13, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",31833
5,14,13,"(14, 13, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",536448
5,14,13,"(14, 13, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",4741011
5,14,13,"(14, 13, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",27223911
5,14,13,"(14, 13, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",108693585
5,14,13,"(14, 13, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",283514220
5,15,6,"(15, 6, 5)",col_strict,"(26,)",0
5,15,6,"(15, 6, 5)",col_strict,"(25, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(24, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(23, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(22, 1, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(21, 1, 1, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,6,"(15, 6, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",132
5,15,6,"(15, 6, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1584
5,15,6,"(15, 6, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",10296
5,15,6,"(15, 6, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",48048
5,15,6,"(15, 6, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",180180
5,15,6,"(15, 6, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",576576
5,15,6,"(15, 6, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1633632
5,15,6,"(15, 6, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4200768
5,15,6,"(15, 6, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9976824
5,15,6,"(15, 6, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22170720
5,15,6,"(15, 6, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",46544148
5,15,6,"(15, 6, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",92801016
5,15,6,"(15, 6, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",174984414
5,15,6,"(15, 6, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",303879312
5,15,6,"(15, 6, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",449935200
5,15,6,"(15, 6, 5)",two_part,"(24, 2)",0
5,15,6,"(15, 6, 5)",two_part,"(23, 3)",0
5,15,6,"(15, 6, 5)",two_part,"(22, 4)",0
5,15,6,"(15, 6, 5)",two_part,"(21, 5)",0
5,15,6,"(15, 6, 5)",two_part,"(20, 6)",0
5,15,6,"(15, 6, 5)",two_part,"(19, 7)",0
5,15,6,"(15, 6, 5)",two_part,"(18, 8)",0
5,15,6,"(15, 6, 5)",two_part,"(17, 9)",0
5,15,6,"(15, 6, 5)",two_part,"(16, 10)",0
5,15,6,"(15, 6, 5)",two_part,"(15, 11)",0
5,15,6,"(15, 6, 5)",two_part,"(14, 12)",0
5,15,6,"(15, 6, 5)",two_part,"(13, 13)",0
5,15,6,"(15, 6, 5)",hook_A,"(22, 2, 2)",0
5,15,6,"(15, 6, 5)",hook_A,"(20, 2, 2, 2)",0
5,15,6,"(15, 6, 5)",hook_A,"(18, 2, 2, 2, 2)",0
5,15,6,"(15, 6, 5)",hook_A,"(16, 2, 2, 2, 2, 2)",0
5,15,6,"(15, 6, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2)",126
5,15,6,"(15, 6, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2)",1932
5,15,6,"(15, 6, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2)",14336
5,15,6,"(15, 6, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2)",72288
5,15,6,"(15, 6, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",284040
5,15,6,"(15, 6, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",921162
5,15,6,"(15, 6, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2254824
5,15,8,"(15, 8, 5)",col_strict,"(28,)",0
5,15,8,"(15, 8, 5)",col_strict,"(27, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(26, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(25, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(24, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(23, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,15,8,"(15, 8, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",572
5,15,8,"(15, 8, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",8008
5,15,8,"(15, 8, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",60060
5,15,8,"(15, 8, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",320320
5,15,8,"(15, 8, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1361360
5,15,8,"(15, 8, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4900896
5,15,8,"(15, 8, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",15519504
5,15,8,"(15, 8, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",44341440
5,15,8,"(15, 8, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",116381916
5,15,8,"(15, 8, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",284208232
5,15,8,"(15, 8, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",650771660
5,15,8,"(15, 8, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1398721632
5,15,8,"(15, 8, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2793828400
5,15,8,"(15, 8, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5029275680
5,15,8,"(15, 8, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7558911360
5,15,8,"(15, 8, 5)",two_part,"(26, 2)",0
5,15,8,"(15, 8, 5)",two_part,"(25, 3)",0
5,15,8,"(15, 8, 5)",two_part,"(24, 4)",0
5,15,8,"(15, 8, 5)",two_part,"(23, 5)",0
5,15,8,"(15, 8, 5)",two_part,"(22, 6)",0
5,15,8,"(15, 8, 5)",two_part,"(21, 7)",0
5,15,8,"(15, 8, 5)",two_part,"(20, 8)",0
5,15,8,"(15, 8, 5)",two_part,"(19, 9)",0
5,15,8,"(15, 8, 5)",two_part,"(18, 10)",0
5,15,8,"(15, 8, 5)",two_part,"(17, 11)",0
5,15,8,"(15, 8, 5)",two_part,"(16, 12)",0
5,15,8,"(15, 8, 5)",two_part,"(15, 13)",0
5,15,8,"(15, 8, 5)",two_part,"(14, 14)",0
5,15,8,"(15, 8, 5)",hook_A,"(24, 2, 2)",0
5,15,8,"(15, 8, 5)",hook_A,"(22, 2, 2, 2)",0
5,15,8,"(15, 8, 5)",hook_A,"(20, 2, 2, 2, 2)",0
5,15,8,"(15, 8, 5)",hook_A,"(18, 2, 2, 2, 2, 2)",0
5,15,8,"(15, 8, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2)",0
5,15,8,"(15, 8, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2)",532
5,15,8,"(15, 8, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2)",10192
5,15,8,"(15, 8, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2)",91224
5,15,8,"(15, 8, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",542280
5,15,8,"(15, 8, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2456168
